325	,	-195.4
324.5	,	-195.4
324	,	-195.4
323.5	,	-195.4
323	,	-195.4
322.5	,	-195.4
322	,	-195.4
321.5	,	-195.4
321	,	-195.4
320.5	,	-195.4
320	,	-195.4
319.5	,	-195.4
319	,	-195.4
318.5	,	-195.4
318	,	-195.4
317.5	,	-195.4
317	,	-195.4
316.5	,	-195.4
316	,	-195.4
315.5	,	-195.4
315	,	-195.4
314.5	,	-195.4
314	,	-195.4
313.5	,	-195.4
313	,	-195.4
312.5	,	-195.4
312	,	-195.4
311.5	,	-195.4
311	,	-195.4
310.5	,	-195.4
310	,	-195.4
309.5	,	-195.4
309	,	-195.4
308.5	,	-195.4
308	,	-195.4
307.5	,	-195.4
307	,	-195.4
306.5	,	-195.4
306	,	-195.4
305.5	,	-195.4
305	,	-195.4
304.5	,	-195.4
304	,	-195.4
303.5	,	-195.4
303	,	-195.4
302.5	,	-195.4
302	,	-195.4
301.5	,	-195.4
301	,	-195.4
300.5	,	-195.4
300	,	-195.4
299.5	,	-195.4
299	,	-195.4
298.5	,	-195.4
298	,	-195.4
297.5	,	-195.4
297	,	-195.4
296.5	,	-195.4
296	,	-195.4
295.5	,	-195.4
295	,	-195.4
294.5	,	-195.4
294	,	-195.4
293.5	,	-195.4
293	,	-195.4
292.5	,	-195.4
292	,	-195.4
291.5	,	-195.4
291	,	-195.4
290.5	,	-195.4
290	,	-195.4
289.5	,	-195.4
289	,	-195.4
288.5	,	-195.4
288	,	-195.4
287.5	,	-195.4
287	,	-195.4
286.5	,	-195.4
286	,	-195.4
285.5	,	-195.4
285	,	-195.4
284.5	,	-195.4
284	,	-195.4
283.5	,	-195.4
283	,	-195.4
282.5	,	-195.4
282	,	-195.4
281.5	,	-195.4
281	,	-195.4
280.5	,	-195.4
280	,	-195.4
279.5	,	-195.4
279	,	-195.4
278.5	,	-195.4
278	,	-195.4
277.5	,	-195.4
277	,	-195.4
276.5	,	-195.4
276	,	-195.4
275.5	,	-195.4
275	,	-195.4
274.5	,	-195.4
274	,	-195.4
273.5	,	-195.4
273	,	-195.4
272.5	,	-195.4
272	,	-195.4
271.5	,	-195.4
271	,	-195.4
270.5	,	-195.4
270	,	-195.4
269.5	,	-195.4
269	,	-195.4
268.5	,	-195.4
268	,	-195.4
267.5	,	-195.4
267	,	-195.4
266.5	,	-195.4
266	,	-195.4
265.5	,	-195.4
265	,	-195.4
264.5	,	-195.4
264	,	-195.4
263.5	,	-195.4
263	,	-195.4
262.5	,	-195.4
262	,	-195.4
261.5	,	-195.4
261	,	-195.4
260.5	,	-195.4
260	,	-195.4
259.5	,	-195.4
259	,	-195.4
258.5	,	-195.4
258	,	-195.4
257.5	,	-195.4
257	,	-195.4
256.5	,	-195.4
256	,	-195.4
255.5	,	-195.4
255	,	-195.4
254.5	,	-195.4
254	,	-195.4
253.5	,	-195.4
253	,	-195.4
252.5	,	-195.4
252	,	-195.4
251.5	,	-195.4
251	,	-195.4
250.5	,	-195.4
250	,	-195.4
249.5	,	-195.4
249	,	-195.4
248.5	,	-195.4
248	,	-195.4
247.5	,	-195.4
247	,	-195.4
246.5	,	-195.4
246	,	-195.4
245.5	,	-195.4
245	,	-195.4
244.5	,	-195.4
244	,	-195.4
243.5	,	-195.4
243	,	-195.4
242.5	,	-195.4
242	,	-195.4
241.5	,	-195.4
241	,	-195.4
240.5	,	-195.4
240	,	-195.4
239.5	,	-195.4
239	,	-195.4
238.5	,	-195.4
238	,	-195.4
237.5	,	-195.4
237	,	-195.4
236.5	,	-195.4
236	,	-195.4
235.5	,	-195.4
235	,	-195.4
234.5	,	-195.4
234	,	-195.4
233.5	,	-195.4
233	,	-195.4
232.5	,	-195.4
232	,	-195.4
231.5	,	-195.4
231	,	-195.4
230.5	,	-195.4
230	,	-195.4
229.5	,	-195.4
229	,	-195.4
228.5	,	-195.4
228	,	-195.4
227.5	,	-195.4
227	,	-195.4
226.5	,	-195.4
226	,	-195.4
225.5	,	-195.4
225	,	-195.4
224.5	,	-195.4
224	,	-195.4
223.5	,	-195.4
223	,	-195.4
222.5	,	-195.4
222	,	-195.4
221.5	,	-195.4
221	,	-195.4
220.5	,	-195.4
220	,	-195.4
219.5	,	-195.4
219	,	-195.4
218.5	,	-195.4
218	,	-195.4
217.5	,	-195.4
217	,	-195.4
216.5	,	-195.4
216	,	-195.4
215.5	,	-195.4
215	,	-195.4
214.5	,	-195.4
214	,	-195.4
213.5	,	-195.4
213	,	-195.4
212.5	,	-195.4
212	,	-195.4
211.5	,	-195.4
211	,	-195.4
210.5	,	-195.4
210	,	-195.4
209.5	,	-195.4
209	,	-195.4
208.5	,	-195.4
208	,	-195.4
207.5	,	-195.4
207	,	-195.4
206.5	,	-195.4
206	,	-195.4
205.5	,	-195.4
205	,	-195.4
204.5	,	-195.4
204	,	-195.4
203.5	,	-195.4
203	,	-195.4
202.5	,	-195.4
202	,	-195.4
201.5	,	-195.4
201	,	-195.4
200.5	,	-195.4
200	,	-195.4
199.5	,	-195.4
199	,	-195.4
198.5	,	-195.4
198	,	-195.4
197.5	,	-195.4
197	,	-195.4
196.5	,	-195.4
196	,	-195.4
195.5	,	-195.4
195	,	-195.4
194.5	,	-195.4
194	,	-195.4
193.5	,	-195.4
193	,	-195.4
192.5	,	-195.4
192	,	-195.4
191.5	,	-195.4
191	,	-195.4
190.5	,	-195.4
190	,	-195.4
189.5	,	-195.4
189	,	-195.4
188.5	,	-195.4
188	,	-195.4
187.5	,	-195.4
187	,	-195.4
186.5	,	-195.4
186	,	-195.4
185.5	,	-195.4
185	,	-195.4
184.5	,	-195.4
184	,	-195.4
183.5	,	-195.4
183	,	-195.4
182.5	,	-195.4
182	,	-195.4
181.5	,	-195.4
181	,	-195.4
180.5	,	-195.4
180	,	-195.4
179.5	,	-195.4
179	,	-195.4
178.5	,	-195.4
178	,	-195.4
177.5	,	-195.4
177	,	-195.4
176.5	,	-195.4
176	,	-195.4
175.5	,	-195.4
175	,	-195.4
174.5	,	-195.4
174	,	-195.4
173.5	,	-195.4
173	,	-195.4
172.5	,	-195.4
172	,	-195.4
171.5	,	-195.4
171	,	-195.4
170.5	,	-195.4
170	,	-195.4
169.5	,	-195.4
169	,	-195.4
168.5	,	-195.4
168	,	-195.4
167.5	,	-195.4
167	,	-195.4
166.5	,	-195.4
166	,	-195.4
165.5	,	-195.4
165	,	-195.4
164.5	,	-195.4
164	,	-195.4
163.5	,	-195.4
163	,	-195.4
162.5	,	-195.4
162	,	-195.4
161.5	,	-195.4
161	,	-195.4
160.5	,	-195.4
160	,	-195.4
159.5	,	-195.4
159	,	-195.4
158.5	,	-195.4
158	,	-195.4
157.5	,	-195.4
157	,	-195.4
156.5	,	-195.4
156	,	-195.4
155.5	,	-195.4
155	,	-195.4
154.5	,	-195.4
154	,	-195.4
153.5	,	-195.4
153	,	-195.4
152.5	,	-195.4
152	,	-195.4
151.5	,	-195.4
151	,	-195.4
150.5	,	-195.4
150	,	-195.4
149.5	,	-195.4
149	,	-195.4
148.5	,	-195.4
148	,	-195.4
147.5	,	-195.4
147	,	-195.4
146.5	,	-195.4
146	,	-195.4
145.5	,	-195.4
145	,	-195.4
144.5	,	-195.4
144	,	-195.4
143.5	,	-195.4
143	,	-195.4
142.5	,	-195.4
142	,	-195.4
141.5	,	-195.4
141	,	-195.4
140.5	,	-195.4
140	,	-195.4
139.5	,	-195.4
139	,	-195.4
138.5	,	-195.4
138	,	-195.4
137.5	,	-195.4
137	,	-195.4
136.5	,	-195.4
136	,	-195.4
135.5	,	-195.4
135	,	-195.4
134.5	,	-195.4
134	,	-195.4
133.5	,	-195.4
133	,	-195.4
132.5	,	-195.4
132	,	-195.4
131.5	,	-195.4
131	,	-195.4
130.5	,	-195.4
130	,	-195.4
129.5	,	-195.4
129	,	-195.4
128.5	,	-195.4
128	,	-195.4
127.5	,	-195.4
127	,	-195.4
126.5	,	-195.4
126	,	-195.4
125.5	,	-195.4
125	,	-195.4
124.5	,	-195.4
124	,	-195.4
123.5	,	-195.4
123	,	-195.4
122.5	,	-195.4
122	,	-195.4
121.5	,	-195.4
121	,	-195.4
120.5	,	-195.4
120	,	-195.4
119.5	,	-195.4
119	,	-195.4
118.5	,	-195.4
118	,	-195.4
117.5	,	-195.4
117	,	-195.4
116.5	,	-195.4
116	,	-195.4
115.5	,	-195.4
115	,	-195.4
114.5	,	-195.4
114	,	-195.4
113.5	,	-195.4
113	,	-195.4
112.5	,	-195.4
112	,	-195.4
111.5	,	-195.4
111	,	-195.4
110.5	,	-195.4
110	,	-195.4
109.5	,	-195.4
109	,	-195.4
108.5	,	-195.4
108	,	-195.4
107.5	,	-195.4
107	,	-195.4
106.5	,	-195.4
106	,	-195.4
105.5	,	-195.4
105	,	-195.4
104.5	,	-195.4
104	,	-195.4
103.5	,	-195.4
103	,	-195.4
102.5	,	-195.4
102	,	-195.4
101.5	,	-195.4
101	,	-195.4
100.5	,	-195.4
100	,	-195.4
99.5	,	-195.4
99	,	-195.4
98.5	,	-195.4
98	,	-195.4
97.5	,	-195.4
97	,	-195.4
96.5	,	-195.4
96	,	-195.4
95.5	,	-195.4
95	,	-195.4
94.5	,	-195.4
